CIDADE,DATA_COMUNICACAO_BO,FLAG_STATUS,VIOLENCIA_DOMESTICA,RUBRICA,DESCR_SUBTIPOLOCAL,DESCR_RELACIONAMENTO,IDADE_PESSOA,DESCR_PROFISSAO,DESCR_GRAU_INSTRUCAO
MORRO AGUDO                             ,2020-03-16,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,22,SECRETARIO(A)                 ,2 Grau completo                         
PATROCINIO PAULISTA                     ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,19,ESTUDANTE                     ,
PATROCINIO PAULISTA                     ,2020-03-16,Consumado,,Estupro de vulneravel (art.217-A),VIA PÚBLICA,,13,,
CRAVINHOS                               ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Dano (art. 163),CASA,PARENTESCO                              ,58,APOSENTADO(A)                 ,
CRAVINHOS                               ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,44,FAXINEIRO(A)                  ,
CRAVINHOS                               ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Calúnia (art. 138),CASA,UNIAO ESTAVEL                           ,36,ASSISTENTE FINANCEIRO         ,
MORRO AGUDO                             ,2020-03-16,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,22,SECRETARIO(A)                 ,2 Grau completo                         
MORRO AGUDO                             ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),PRAÇA-OUTROS,ENVOLVIMENTO AMOROSO                    ,17,EMPREGADO DOMESTICO           ,1 Grau completo                         
IBITINGA                                ,2020-03-16,Tentado,,Homicídio simples (art. 121),CASA,,16,ESTUDANTE                     ,
PEDREGULHO                              ,2020-03-16,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,67,PENSIONISTA                   ,
PEDREGULHO                              ,2020-03-16,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,43,BALCONISTA                    ,
PEDREGULHO                              ,2020-03-16,Consumado,,Dano (art. 163),VIA PÚBLICA,,67,PENSIONISTA                   ,
GUAIRA                                  ,2020-03-16,Consumado,,Dano (art. 163),CASA,,60,APOSENTADO(A)                 ,1 Grau incompleto                       
GAVIAO PEIXOTO                          ,2020-03-16,Consumado,,Lesão corporal (art. 129),CASA,,54,FAXINEIRO(A)                  ,1 Grau completo                         
IBATE                                   ,2020-03-16,Consumado,,Ameaça (art. 147),CASA,,61,,
IBATE                                   ,2020-03-16,Consumado,,Injúria (art. 140),CASA,,61,,
MORRO AGUDO                             ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,UNIAO ESTAVEL                           ,38,LAVRADOR(A)                   ,1 Grau incompleto                       
COLOMBIA                                ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,PARENTESCO                              ,0,ESTUDANTE                     ,
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,31,PRENDAS DOMESTICAS            ,
BEBEDOURO                               ,2020-03-16,Consumado,,Ameaça (art. 147),CASA,,47,COZINHEIRO(A)                 ,1 Grau incompleto                       
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,33,COZINHEIRO(A)                 ,1 Grau completo                         
BORBOREMA                               ,2020-03-16,Consumado,,Calúnia (art. 138),VIA PÚBLICA,,25,,1 Grau completo                         
BORBOREMA                               ,2020-03-16,Consumado,,Difamação (art. 139),VIA PÚBLICA,,25,,1 Grau completo                         
BARRETOS                                ,2020-03-16,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,53,,
BARRETOS                                ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,28,,2 Grau completo                         
PONTAL                                  ,2020-03-16,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,46,COMERCIANTE                   ,Superior incompleto                     
BRODOWSKI                               ,2020-03-16,Consumado,,Lesão corporal (art. 129),FAZENDA-OUTROS,,55,ENFERMEIRO(A)                 ,Superior completo                       
BRODOWSKI                               ,2020-03-16,Consumado,,Ameaça (art. 147),FAZENDA-OUTROS,,55,ENFERMEIRO(A)                 ,Superior completo                       
IGARAPAVA                               ,2020-03-16,Consumado,,Ameaça (art. 147),CASA,,60,APOSENTADO(A)                 ,
BORBOREMA                               ,2020-03-16,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,25,,1 Grau completo                         
RESTINGA                                ,2020-03-16,Consumado,,Lesão corporal (art. 129),CASA,,10,NAO INFORMADA                 ,
CRAVINHOS                               ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,PARENTESCO                              ,58,APOSENTADO(A)                 ,
CAJURU                                  ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,UNIAO ESTAVEL                           ,31,,2 Grau completo                         
CAJURU                                  ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),VIA PÚBLICA,UNIAO ESTAVEL                           ,31,,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,40,PROFESSOR(A)                  ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,UNIAO ESTAVEL                           ,42,MONTADOR(A)                   ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,42,MONTADOR(A)                   ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,ENVOLVIMENTO AMOROSO                    ,0,,
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,26,VENDEDOR(A)                   ,
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Calúnia (art. 138),CASA,CASAMENTO                               ,40,PROFESSOR(A)                  ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,UNIAO ESTAVEL                           ,33,COZINHEIRO(A)                 ,1 Grau completo                         
ARARAQUARA                              ,2020-03-16,Consumado,,Ameaça (art. 147),CASA,,40,ARQUITETO(A)                  ,Superior completo                       
ARARAQUARA                              ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,36,NAO INFORMADA                 ,Superior completo                       
NOVA EUROPA                             ,2020-03-16,Consumado,,Lesão corporal (art. 129),AREA COMUM-,,34,ESTUDANTE                     ,
PITANGUEIRAS                            ,2020-03-16,Consumado,,Ameaça (art. 147),CASA,,26,ESTUDANTE                     ,2 Grau incompleto                       
BARRETOS                                ,2020-03-16,Consumado,,Violação de domicílio (art. 150),CASA,,40,NAO INFORMADA                 ,2 Grau completo                         
ARARAQUARA                              ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,31,AUXILIAR DE LIMPEZA           ,2 Grau completo                         
ARARAQUARA                              ,2020-03-16,Consumado,,Ameaça (art. 147),CASA,,72,APOSENTADO(A)                 ,1 Grau incompleto                       
BOA ESPERANCA DO SUL                    ,2020-03-16,Consumado,,Dano (art. 163),CASA,,21,AUTONOMO(A)                   ,2 Grau completo                         
ARARAQUARA                              ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,21,AUXILIAR DE PRODUCAO          ,2 Grau completo                         
ARARAQUARA                              ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,21,AUXILIAR DE PRODUCAO          ,2 Grau completo                         
ARARAQUARA                              ,2020-03-16,Consumado,,Lesão corporal (art. 129),FARMÁCIA/DROGARIA,,22,ESTUDANTE                     ,
ARARAQUARA                              ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,UNIAO ESTAVEL                           ,34,AUTONOMO(A)                   ,Superior incompleto                     
ARARAQUARA                              ,2020-03-16,Consumado,,Injúria (art. 140),CASA,,41,,1 Grau incompleto                       
ARARAQUARA                              ,2020-03-16,Consumado,,Ameaça (art. 147),CASA,,41,,1 Grau incompleto                       
ARARAQUARA                              ,2020-03-16,Consumado,,Ameaça (art. 147),CASA,,36,AUXILIAR DE LIMPEZA           ,1 Grau incompleto                       
ARARAQUARA                              ,2020-03-16,Consumado,,Lesão corporal (art. 129),OUTROS,,40,COMERCIANTE                   ,
ARARAQUARA                              ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),APARTAMENTO,ENVOLVIMENTO AMOROSO                    ,40,,2 Grau completo                         
ARARAQUARA                              ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),APARTAMENTO,ENVOLVIMENTO AMOROSO                    ,40,,2 Grau completo                         
ARARAQUARA                              ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),APARTAMENTO,ENVOLVIMENTO AMOROSO                    ,40,,2 Grau completo                         
ARARAQUARA                              ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,36,NAO INFORMADA                 ,Superior completo                       
ARARAQUARA                              ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,27,ASSISTENTE ADMINISTRATIVO     ,2 Grau completo                         
IBITINGA                                ,2020-03-16,Consumado,,Ameaça (art. 147),CASA,,35,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,0,,
GUARIBA                                 ,2020-03-16,Consumado,,Calúnia (art. 138),AREA COMUM-,,29,LAVRADOR(A)                   ,2 Grau completo                         
BARRETOS                                ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,CASAMENTO                               ,19,ESTUDANTE                     ,
BARRETOS                                ,2020-03-16,Tentado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),VIA PÚBLICA,CONHECIDO                               ,23,ESTUDANTE                     ,1 Grau completo                         
BARRETOS                                ,2020-03-16,Tentado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,27,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
BARRETOS                                ,2020-03-16,Consumado,,"Art.216B -Produzir, fotografar, filmar ou registrar, por qualquer meio, conteúdo",CASA,,21,ESTUDANTE                     ,
BARRETOS                                ,2020-03-16,Consumado,,Injúria (art. 140),CASA,,57,APOSENTADO(A)                 ,
BARRETOS                                ,2020-03-16,Consumado,,Difamação (art. 139),CASA,,57,APOSENTADO(A)                 ,
BARRETOS                                ,2020-03-16,Consumado,,Injúria (art. 140),CHÁCARA-CASA,,63,APOSENTADO(A)                 ,Analfabeto                              
S.RITA PASSA QUATRO                     ,2020-03-16,Consumado,,Lesão corporal (art. 129),CASA-SALA,,14,ESTUDANTE                     ,
BARRETOS                                ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,19,ESTUDANTE                     ,
GUARACI                                 ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,28,PRENDAS DOMESTICAS            ,
GUARACI                                 ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,UNIAO ESTAVEL                           ,28,PRENDAS DOMESTICAS            ,
S.ANTONIO DA ALEGRIA                    ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),VIA PÚBLICA-TRANSEUNTE,ENVOLVIMENTO AMOROSO                    ,26,PRENDAS DOMESTICAS            ,1 Grau completo                         
GUARACI                                 ,2020-03-16,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,23,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
ARARAQUARA                              ,2020-03-16,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,19,AUTONOMO(A)                   ,2 Grau completo                         
GUARACI                                 ,2020-03-16,Consumado,,Injúria (art. 140),VIA PÚBLICA,,23,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
S.ANTONIO DA ALEGRIA                    ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,CASAMENTO                               ,30,COZINHEIRO(A)                 ,2 Grau incompleto                       
S.ANTONIO DA ALEGRIA                    ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,CASAMENTO                               ,30,COZINHEIRO(A)                 ,2 Grau incompleto                       
GUATAPARA                               ,2020-03-16,Consumado,,Art. 215A - Importunação Sexual,CASA,,13,ESTUDANTE                     ,
S.RITA PASSA QUATRO                     ,2020-03-16,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,24,ENFERMEIRO(A)                 ,Superior completo                       
